text,label,cleaned_text,processed_text
One regards Reign of Fire with awe .,1,one regards reign of fire with awe,one regards reign fire awe
"Spreads itself too thin , leaving these actors , as well as the members of the commune , short of profound characterizations",1,spreads itself too thin leaving these actors as well as the members of the commune short of profound characterizations,spreads thin leaving actors well members commune short profound characterizations
This one does .,2,this one does,one
`` Me Without You '' is a probing examination of a female friendship set against a few dynamic decades .,0,me without you is a probing examination of a female friendship set against a few dynamic decades,without probing examination female friendship set dynamic decades
"Writer\/director Burr Steers emphasizes the Q in Quirky , with mixed results .",0,writerdirector burr steers emphasizes the q in quirky with mixed results,writerdirector burr steers emphasizes q quirky mixed results
Feeble comedy .,1,feeble comedy,feeble comedy
"Scherfig , the writer-director , has made a film so unabashedly hopeful that it actually makes the heart soar .",1,scherfig the writerdirector has made a film so unabashedly hopeful that it actually makes the heart soar,scherfig writerdirector made film unabashedly hopeful actually makes heart soar
"Who , exactly , is fighting whom here ?",1,who exactly is fighting whom here,exactly fighting
"In its treatment of the dehumanizing and ego-destroying process of unemployment , Time Out offers an exploration that is more accurate than anything I have seen in an American film .",1,in its treatment of the dehumanizing and egodestroying process of unemployment time out offers an exploration that is more accurate than anything i have seen in an american film,treatment dehumanizing egodestroying process unemployment time offers exploration accurate anything seen american film
Turturro is fabulously funny and over the top as a ` very sneaky ' butler who excels in the art of impossible disappearing\/reappearing acts,1,turturro is fabulously funny and over the top as a very sneaky butler who excels in the art of impossible disappearingreappearing acts,turturro fabulously funny top sneaky butler excels art impossible disappearingreappearing acts
It 's secondary to American Psycho but still has claws enough to get inside you and stay there for a couple of hours .,1,it s secondary to american psycho but still has claws enough to get inside you and stay there for a couple of hours,secondary american psycho still claws enough get inside stay couple hours
Broomfield has a rather unique approach to documentary .,1,broomfield has a rather unique approach to documentary,broomfield rather unique approach documentary
Lawrence should stick to his day job .,2,lawrence should stick to his day job,lawrence stick day job
"An intimate , good-humored ethnic comedy like numerous others but cuts deeper than expected .",1,an intimate goodhumored ethnic comedy like numerous others but cuts deeper than expected,intimate goodhumored ethnic comedy like numerous others cuts deeper expected
A listless sci-fi comedy in which Eddie Murphy deploys two guises and elaborate futuristic sets to no particularly memorable effect .,1,a listless scifi comedy in which eddie murphy deploys two guises and elaborate futuristic sets to no particularly memorable effect,listless scifi comedy eddie murphy deploys two guises elaborate futuristic sets particularly memorable effect
"Triple X is a double agent , and he 's one bad dude .",0,triple x is a double agent and he s one bad dude,triple x double agent one bad dude
"The screenplay by James Eric , James Horton and director Peter O'Fallon ... is so pat it makes your teeth hurt .",0,the screenplay by james eric james horton and director peter ofallon is so pat it makes your teeth hurt,screenplay james eric james horton director peter ofallon pat makes teeth hurt
MIB II is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and\/or restroom and not feel as if he or she has missed anything .,2,mib ii is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand andor restroom and not feel as if he or she has missed anything,mib ii movie makes possible viewer doze minutes make several runs concession stand andor restroom feel missed anything
"The new faces are interesting , but the old story is n't , especially when it starts to seem more improvised than scripted .",0,the new faces are interesting but the old story is nt especially when it starts to seem more improvised than scripted,new faces interesting old story nt especially starts seem improvised scripted
"The strength of the film comes not from any cinematic razzle-dazzle but from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting .",1,the strength of the film comes not from any cinematic razzledazzle but from its recovery of an historical episode that in the simple telling proves simultaneously harrowing and uplifting,strength film comes cinematic razzledazzle recovery historical episode simple telling proves simultaneously harrowing uplifting
"Occasionally , in the course of reviewing art-house obscurities and slam-bam action flicks , a jaded critic smacks into something truly new .",0,occasionally in the course of reviewing arthouse obscurities and slambam action flicks a jaded critic smacks into something truly new,occasionally course reviewing arthouse obscurities slambam action flicks jaded critic smacks something truly new
A well-put-together piece of urban satire .,1,a wellputtogether piece of urban satire,wellputtogether piece urban satire
To portray modern women the way director Davis has done is just unthinkable .,0,to portray modern women the way director davis has done is just unthinkable,portray modern women way director davis done unthinkable
"Thoughtful , provocative and entertaining .",0,thoughtful provocative and entertaining,thoughtful provocative entertaining
"... Tara Reid plays a college journalist , but she looks like the six-time winner of the Miss Hawaiian Tropic Pageant , so I do n't know what she 's doing in here ...",1,tara reid plays a college journalist but she looks like the sixtime winner of the miss hawaiian tropic pageant so i do nt know what she s doing in here,tara reid plays college journalist looks like sixtime winner miss hawaiian tropic pageant nt know
It will break your heart many times over .,0,it will break your heart many times over,break heart many times
The movie does has some entertainment value - how much depends on how well you like Chris Rock .,0,the movie does has some entertainment value how much depends on how well you like chris rock,movie entertainment value much depends well like chris rock
"The movie is well crafted , and well executed .",1,the movie is well crafted and well executed,movie well crafted well executed
"Every time you look , Sweet Home Alabama is taking another bummer of a wrong turn .",2,every time you look sweet home alabama is taking another bummer of a wrong turn,every time look sweet home alabama taking another bummer wrong turn
It 's a feature-length adaptation of one of those `` Can This Marriage Be Saved ? '',0,it s a featurelength adaptation of one of those can this marriage be saved,featurelength adaptation one marriage saved
"A pleasant enough movie , held together by skilled ensemble actors .",1,a pleasant enough movie held together by skilled ensemble actors,pleasant enough movie held together skilled ensemble actors
"We need -LRB- Moore 's -RRB- noisy , cocky energy , his passion and class consciousness ; we need his shticks , we need his stones .",0,we need lrb moore s rrb noisy cocky energy his passion and class consciousness we need his shticks we need his stones,need lrb moore rrb noisy cocky energy passion class consciousness need shticks need stones
"Occasionally melodramatic , it 's also extremely effective .",1,occasionally melodramatic it s also extremely effective,occasionally melodramatic also extremely effective
"The criticism never rises above easy , cynical potshots at morally bankrupt characters ...",2,the criticism never rises above easy cynical potshots at morally bankrupt characters,criticism never rises easy cynical potshots morally bankrupt characters
"Lucy 's a dull girl , that 's all .",2,lucy s a dull girl that s all,lucy dull girl
"Everything that has to do with Yvan and Charlotte , and everything that has to do with Yvan 's rambunctious , Jewish sister and her non-Jew husband , feels funny and true .",2,everything that has to do with yvan and charlotte and everything that has to do with yvan s rambunctious jewish sister and her nonjew husband feels funny and true,everything yvan charlotte everything yvan rambunctious jewish sister nonjew husband feels funny true
It 's uninteresting .,2,it s uninteresting,uninteresting
"It 's an actor 's showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters -- including the supporting ones .",1,it s an actor s showcase that accomplishes its primary goal without the use of special effects but rather by emphasizing the characters including the supporting ones,actor showcase accomplishes primary goal without use special effects rather emphasizing characters including supporting ones
At its best ... Festival in Cannes bubbles with the excitement of the festival in Cannes .,1,at its best festival in cannes bubbles with the excitement of the festival in cannes,best festival cannes bubbles excitement festival cannes
I know that I 'll never listen to Marvin Gaye or the Supremes the same way again,2,i know that i ll never listen to marvin gaye or the supremes the same way again,know never listen marvin gaye supremes way
"Whether writer-director Anne Fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as seductive as it is haunting .",1,whether writerdirector anne fontaine s film is a ghost story an account of a nervous breakdown a trip down memory lane all three or none of the above it is as seductive as it is haunting,whether writerdirector anne fontaine film ghost story account nervous breakdown trip memory lane three none seductive haunting
"All of the elements are in place for a great film noir , but director George Hickenlooper 's approach to the material is too upbeat .",0,all of the elements are in place for a great film noir but director george hickenlooper s approach to the material is too upbeat,elements place great film noir director george hickenlooper approach material upbeat
Curling may be a unique sport but Men with Brooms is distinctly ordinary .,1,curling may be a unique sport but men with brooms is distinctly ordinary,curling may unique sport men brooms distinctly ordinary
"It 's light on the chills and heavy on the atmospheric weirdness , and there are moments of jaw-droppingly odd behavior -- yet I found it weirdly appealing .",2,it s light on the chills and heavy on the atmospheric weirdness and there are moments of jawdroppingly odd behavior yet i found it weirdly appealing,light chills heavy atmospheric weirdness moments jawdroppingly odd behavior yet found weirdly appealing
"Movie fans , get ready to take off ... the other direction .",0,movie fans get ready to take off the other direction,movie fans get ready take direction
Once you get into its rhythm ... the movie becomes a heady experience .,2,once you get into its rhythm the movie becomes a heady experience,get rhythm movie becomes heady experience
"Anybody who enjoys quirky , fun , popcorn movies with a touch of silliness and a little bloodshed .",0,anybody who enjoys quirky fun popcorn movies with a touch of silliness and a little bloodshed,anybody enjoys quirky fun popcorn movies touch silliness little bloodshed
"-LRB- There 's -RRB- quite a bit of heart , as you would expect from the directors of The Little Mermaid and Aladdin .",0,lrb there s rrb quite a bit of heart as you would expect from the directors of the little mermaid and aladdin,lrb rrb quite bit heart would expect directors little mermaid aladdin
"In a summer overrun with movies dominated by CGI aliens and super heroes , it revigorates the mind to see a feature that concentrates on people , a project in which the script and characters hold sway .",0,in a summer overrun with movies dominated by cgi aliens and super heroes it revigorates the mind to see a feature that concentrates on people a project in which the script and characters hold sway,summer overrun movies dominated cgi aliens super heroes revigorates mind see feature concentrates people project script characters hold sway
Even the hastily and amateurishly drawn animation can not engage .,2,even the hastily and amateurishly drawn animation can not engage,even hastily amateurishly drawn animation engage
"Me no lika da accents so good , but I thoroughly enjoyed the love story .",0,me no lika da accents so good but i thoroughly enjoyed the love story,lika da accents good thoroughly enjoyed love story
How do you spell clichÃ© ?,1,how do you spell clich,spell clich
-LRB- `` Take Care of My Cat '' -RRB- is an honestly nice little film that takes us on an examination of young adult life in urban South Korea through the hearts and minds of the five principals .,1,lrb take care of my cat rrb is an honestly nice little film that takes us on an examination of young adult life in urban south korea through the hearts and minds of the five principals,lrb take care cat rrb honestly nice little film takes us examination young adult life urban south korea hearts minds five principals
Time Out is as serious as a pink slip .,1,time out is as serious as a pink slip,time serious pink slip
Thumbs up to Paxton for not falling into the Hollywood trap and making a vanity project with nothing new to offer .,1,thumbs up to paxton for not falling into the hollywood trap and making a vanity project with nothing new to offer,thumbs paxton falling hollywood trap making vanity project nothing new offer
Not really bad so much as distasteful : We need kidnapping suspense dramas right now like we need doomsday thrillers .,2,not really bad so much as distasteful we need kidnapping suspense dramas right now like we need doomsday thrillers,really bad much distasteful need kidnapping suspense dramas right like need doomsday thrillers
A somewhat disappointing and meandering saga .,1,a somewhat disappointing and meandering saga,somewhat disappointing meandering saga
Drowning 's too good for this sucker .,0,drowning s too good for this sucker,drowning good sucker
"A dull , somnambulant exercise in pretension whose pervasive quiet is broken by frequent outbursts of violence and noise .",1,a dull somnambulant exercise in pretension whose pervasive quiet is broken by frequent outbursts of violence and noise,dull somnambulant exercise pretension whose pervasive quiet broken frequent outbursts violence noise
"the story itself is uninteresting , and the songs are painfully undistinguished : They Might Be Giants ' So to Be One of Us may be the most tuneless tune ever composed .",1,the story itself is uninteresting and the songs are painfully undistinguished they might be giants so to be one of us may be the most tuneless tune ever composed,story uninteresting songs painfully undistinguished might giants one us may tuneless tune ever composed
and `` They 're coming ! '',0,and they re coming,coming
A potent allegorical love story .,0,a potent allegorical love story,potent allegorical love story
"Like a pack of dynamite sticks , built for controversy .",1,like a pack of dynamite sticks built for controversy,like pack dynamite sticks built controversy
"It 's a very sincere work , but it would be better as a diary or documentary .",1,it s a very sincere work but it would be better as a diary or documentary,sincere work would better diary documentary
"An exciting and involving rock music doc , a smart and satisfying look inside that tumultuous world .",1,an exciting and involving rock music doc a smart and satisfying look inside that tumultuous world,exciting involving rock music doc smart satisfying look inside tumultuous world
We may get the full visceral impact of a ruthless army on the warpath but no sense of the devilish complexity of the Balkans conflict .,1,we may get the full visceral impact of a ruthless army on the warpath but no sense of the devilish complexity of the balkans conflict,may get full visceral impact ruthless army warpath sense devilish complexity balkans conflict
Dramatically lackluster .,1,dramatically lackluster,dramatically lackluster
"Like Mike is a winner for kids , and no doubt a winner for Lil Bow Wow , who can now add movies to the list of things he does well .",2,like mike is a winner for kids and no doubt a winner for lil bow wow who can now add movies to the list of things he does well,like mike winner kids doubt winner lil bow wow add movies list things well
"Yes , you are , Ben Kingsley .",1,yes you are ben kingsley,yes ben kingsley
"Fast and funny , an action cartoon that 's suspenseful enough for older kids but not too scary for the school-age crowd .",1,fast and funny an action cartoon that s suspenseful enough for older kids but not too scary for the schoolage crowd,fast funny action cartoon suspenseful enough older kids scary schoolage crowd
"The film has too many spots where it 's on slippery footing , but is acceptable entertainment for the entire family and one that 's especially fit for the kiddies .",1,the film has too many spots where it s on slippery footing but is acceptable entertainment for the entire family and one that s especially fit for the kiddies,film many spots slippery footing acceptable entertainment entire family one especially fit kiddies
"William Shatner , as a pompous professor , is the sole bright spot ...",1,william shatner as a pompous professor is the sole bright spot,william shatner pompous professor sole bright spot
A comic gem with some serious sparkles .,1,a comic gem with some serious sparkles,comic gem serious sparkles
"GarcÃ­a Bernal and TalancÃ³n are an immensely appealing couple , and even though their story is predictable , you 'll want things to work out .",2,garca bernal and talancn are an immensely appealing couple and even though their story is predictable you ll want things to work out,garca bernal talancn immensely appealing couple even though story predictable want things work
"At every opportunity to do something clever , the film goes right over the edge and kills every sense of believability ... all you have left is a no-surprise series of explosions and violence while Banderas looks like he 's not trying to laugh at how bad it",0,at every opportunity to do something clever the film goes right over the edge and kills every sense of believability all you have left is a nosurprise series of explosions and violence while banderas looks like he s not trying to laugh at how bad it,every opportunity something clever film goes right edge kills every sense believability left nosurprise series explosions violence banderas looks like trying laugh bad
Though Haynes ' style apes films from the period ... its message is not rooted in that decade .,1,though haynes style apes films from the period its message is not rooted in that decade,though haynes style apes films period message rooted decade
"Purely propaganda , a work of unabashed hero worship , it is nonetheless -- and likely inadvertently -- a timely and invaluable implicit reminder of the role that U.S. foreign policy has played in the rise of Castro .",2,purely propaganda a work of unabashed hero worship it is nonetheless and likely inadvertently a timely and invaluable implicit reminder of the role that us foreign policy has played in the rise of castro,purely propaganda work unabashed hero worship nonetheless likely inadvertently timely invaluable implicit reminder role us foreign policy played rise castro
"A huge box-office hit in Korea , Shiri is a must for genre fans .",2,a huge boxoffice hit in korea shiri is a must for genre fans,huge boxoffice hit korea shiri must genre fans
"The picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life , but also acknowledging the places , and the people , from whence you came .",1,the picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life but also acknowledging the places and the people from whence you came,picture uses humor heartfelt conviction tell story discovering destination life also acknowledging places people whence came
"An ambitiously naturalistic , albeit half-baked , drama about an abused , inner-city autistic teen .",1,an ambitiously naturalistic albeit halfbaked drama about an abused innercity autistic teen,ambitiously naturalistic albeit halfbaked drama abused innercity autistic teen
"It stars schticky Chris Rock and stolid Anthony Hopkins , who seem barely in the same movie .",0,it stars schticky chris rock and stolid anthony hopkins who seem barely in the same movie,stars schticky chris rock stolid anthony hopkins seem barely movie
A complete waste of time .,1,a complete waste of time,complete waste time
Close enough in spirit to its freewheeling trash-cinema roots to be a breath of fresh air .,1,close enough in spirit to its freewheeling trashcinema roots to be a breath of fresh air,close enough spirit freewheeling trashcinema roots breath fresh air
... the movie is just a plain old monster .,1,the movie is just a plain old monster,movie plain old monster
"If you 're part of her targeted audience , you 'll cheer .",1,if you re part of her targeted audience you ll cheer,part targeted audience cheer
"To those who have not read the book , the film is a much better mother-daughter tale than last summer 's ` Divine Secrets of the Ya-Ya Sisterhood , ' but that 's not saying much .",1,to those who have not read the book the film is a much better motherdaughter tale than last summer s divine secrets of the yaya sisterhood but that s not saying much,read book film much better motherdaughter tale last summer divine secrets yaya sisterhood saying much
"Now , if it only had a brain .",0,now if it only had a brain,brain
Evokes a little of the fear that parents have for the possible futures of their children -- and the sometimes bad choices mothers and fathers make in the interests of doing them good .,1,evokes a little of the fear that parents have for the possible futures of their children and the sometimes bad choices mothers and fathers make in the interests of doing them good,evokes little fear parents possible futures children sometimes bad choices mothers fathers make interests good
So lazy and slipshod it confuses the mere flashing of kinky soft-core imagery with naughty fun .,2,so lazy and slipshod it confuses the mere flashing of kinky softcore imagery with naughty fun,lazy slipshod confuses mere flashing kinky softcore imagery naughty fun
"It may be a no-brainer , but at least it 's a funny no-brainer .",1,it may be a nobrainer but at least it s a funny nobrainer,may nobrainer least funny nobrainer
"Well before it 's over , Beijing Bicycle begins spinning its wheels .",0,well before it s over beijing bicycle begins spinning its wheels,well beijing bicycle begins spinning wheels
One key problem with these ardently Christian storylines is that there is never any question of how things will turn out .,1,one key problem with these ardently christian storylines is that there is never any question of how things will turn out,one key problem ardently christian storylines never question things turn
"Super Troopers is an odd amalgam of comedy genres , existing somewhere between the often literal riffs of early Zucker Brothers\/Abrahams films , and the decidedly foul stylings of their post-modern contemporaries , The Farrelly Brothers .",0,super troopers is an odd amalgam of comedy genres existing somewhere between the often literal riffs of early zucker brothersabrahams films and the decidedly foul stylings of their postmodern contemporaries the farrelly brothers,super troopers odd amalgam comedy genres existing somewhere often literal riffs early zucker brothersabrahams films decidedly foul stylings postmodern contemporaries farrelly brothers
As giddy and whimsical and relevant today as it was 270 years ago .,2,as giddy and whimsical and relevant today as it was years ago,giddy whimsical relevant today years ago
This is the case of a pregnant premise being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience .,0,this is the case of a pregnant premise being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience,case pregnant premise wasted script takes chances manages insult intelligence everyone audience
Gosling provides an amazing performance that dwarfs everything else in the film .,0,gosling provides an amazing performance that dwarfs everything else in the film,gosling provides amazing performance dwarfs everything else film
"... a cheap , ludicrous attempt at serious horror .",0,a cheap ludicrous attempt at serious horror,cheap ludicrous attempt serious horror
Translation : ` We do n't need to try very hard . ',0,translation we do nt need to try very hard,translation nt need try hard
"Viewers are asked so often to suspend belief that were it not for Holm 's performance , the film would be a total washout .",0,viewers are asked so often to suspend belief that were it not for holm s performance the film would be a total washout,viewers asked often suspend belief holm performance film would total washout
A great ensemble cast ca n't lift this heartfelt enterprise out of the familiar .,2,a great ensemble cast ca nt lift this heartfelt enterprise out of the familiar,great ensemble cast ca nt lift heartfelt enterprise familiar
Many of Benjamins ' elements feel like they 've been patched in from an episode of Miami Vice .,2,many of benjamins elements feel like they ve been patched in from an episode of miami vice,many benjamins elements feel like patched episode miami vice
A good piece of work more often than not .,1,a good piece of work more often than not,good piece work often
"The film fearlessly gets under the skin of the people involved ... This makes it not only a detailed historical document , but an engaging and moving portrait of a subculture .",1,the film fearlessly gets under the skin of the people involved this makes it not only a detailed historical document but an engaging and moving portrait of a subculture,film fearlessly gets skin people involved makes detailed historical document engaging moving portrait subculture
"While the production details are lavish , film has little insight into the historical period and its artists , particularly in how Sand developed a notorious reputation .",0,while the production details are lavish film has little insight into the historical period and its artists particularly in how sand developed a notorious reputation,production details lavish film little insight historical period artists particularly sand developed notorious reputation
"Look , this is a terrific flick replete with dazzling camera-work , dancing and music .",1,look this is a terrific flick replete with dazzling camerawork dancing and music,look terrific flick replete dazzling camerawork dancing music
"Not even Solondz 's thirst for controversy , sketchy characters and immature provocations can fully succeed at cheapening it .",1,not even solondz s thirst for controversy sketchy characters and immature provocations can fully succeed at cheapening it,even solondz thirst controversy sketchy characters immature provocations fully succeed cheapening
"Reinforces the talents of screenwriter Charlie Kaufman , creator of Adaptation and Being John Malkovich .",1,reinforces the talents of screenwriter charlie kaufman creator of adaptation and being john malkovich,reinforces talents screenwriter charlie kaufman creator adaptation john malkovich
"This is Sandler running on empty , repeating what he 's already done way too often .",1,this is sandler running on empty repeating what he s already done way too often,sandler running empty repeating already done way often
A bittersweet drama about the limbo of grief and how truth-telling can open the door to liberation .,1,a bittersweet drama about the limbo of grief and how truthtelling can open the door to liberation,bittersweet drama limbo grief truthtelling open door liberation
Fluffy and disposible .,2,fluffy and disposible,fluffy disposible
"The result is good gossip , entertainingly delivered , yet with a distinctly musty odour , its expiry date long gone .",0,the result is good gossip entertainingly delivered yet with a distinctly musty odour its expiry date long gone,result good gossip entertainingly delivered yet distinctly musty odour expiry date long gone
"A bowel-curdling , heart-stopping recipe for terror .",1,a bowelcurdling heartstopping recipe for terror,bowelcurdling heartstopping recipe terror
"It helps that the central performers are experienced actors , and that they know their roles so well .",0,it helps that the central performers are experienced actors and that they know their roles so well,helps central performers experienced actors know roles well
The advantage of a postapocalyptic setting is that it can be made on the cheap .,1,the advantage of a postapocalyptic setting is that it can be made on the cheap,advantage postapocalyptic setting made cheap
It 's both sitcomishly predictable and cloying in its attempts to be poignant .,1,it s both sitcomishly predictable and cloying in its attempts to be poignant,sitcomishly predictable cloying attempts poignant
The Sweetest Thing leaves a bitter taste .,0,the sweetest thing leaves a bitter taste,sweetest thing leaves bitter taste
"This rather superficial arthouse middle-brow film knows how to please a crowd , and that 's about all it does well .",2,this rather superficial arthouse middlebrow film knows how to please a crowd and that s about all it does well,rather superficial arthouse middlebrow film knows please crowd well
"... just a big mess of a movie , full of images and events , but no tension or surprise .",1,just a big mess of a movie full of images and events but no tension or surprise,big mess movie full images events tension surprise
"The movie 's messages are quite admirable , but the story is just too clichÃ©d and too often strains credulity .",2,the movie s messages are quite admirable but the story is just too clichd and too often strains credulity,movie messages quite admirable story clichd often strains credulity
"Sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is Rebecca Romijn-Stamos .",0,sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects not the least of which is rebecca romijnstamos,sustains dreamlike glide succession cheesy coincidences voluptuous cheap effects least rebecca romijnstamos
"Finally coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno makes a strong case for letting sleeping dogs lie .",1,finally coming down off of miramax s deep shelves after a couple of aborted attempts waking up in reno makes a strong case for letting sleeping dogs lie,finally coming miramax deep shelves couple aborted attempts waking reno makes strong case letting sleeping dogs lie
"It does n't believe in itself , it has no sense of humor ... it 's just plain bored .",1,it does nt believe in itself it has no sense of humor it s just plain bored,nt believe sense humor plain bored
"Shame on writer\/director Vicente Aranda for making a florid biopic about mad queens , obsessive relationships , and rampant adultery so dull .",2,shame on writerdirector vicente aranda for making a florid biopic about mad queens obsessive relationships and rampant adultery so dull,shame writerdirector vicente aranda making florid biopic mad queens obsessive relationships rampant adultery dull
An instantly forgettable snow-and-stuntwork extravaganza that likely will be upstaged by an avalanche of more appealing holiday-season product .,1,an instantly forgettable snowandstuntwork extravaganza that likely will be upstaged by an avalanche of more appealing holidayseason product,instantly forgettable snowandstuntwork extravaganza likely upstaged avalanche appealing holidayseason product
Plummer steals the show without resorting to camp as Nicholas ' wounded and wounding Uncle Ralph .,1,plummer steals the show without resorting to camp as nicholas wounded and wounding uncle ralph,plummer steals show without resorting camp nicholas wounded wounding uncle ralph
Merry friggin ' Christmas !,2,merry friggin christmas,merry friggin christmas
", is a temporal inquiry that shoulders its philosophical burden lightly .",1,is a temporal inquiry that shoulders its philosophical burden lightly,temporal inquiry shoulders philosophical burden lightly
"Ultimately , Sarah 's dedication to finding her husband seems more psychotic than romantic , and nothing in the movie makes a convincing case that one woman 's broken heart outweighs all the loss we witness .",1,ultimately sarah s dedication to finding her husband seems more psychotic than romantic and nothing in the movie makes a convincing case that one woman s broken heart outweighs all the loss we witness,ultimately sarah dedication finding husband seems psychotic romantic nothing movie makes convincing case one woman broken heart outweighs loss witness
Sayles has an eye for the ways people of different ethnicities talk to and about others outside the group .,0,sayles has an eye for the ways people of different ethnicities talk to and about others outside the group,sayles eye ways people different ethnicities talk others outside group
Mr. Spielberg and his company just want you to enjoy yourselves without feeling conned .,1,mr spielberg and his company just want you to enjoy yourselves without feeling conned,mr spielberg company want enjoy without feeling conned
The Country Bears wastes an exceptionally good idea .,2,the country bears wastes an exceptionally good idea,country bears wastes exceptionally good idea
... `` Bowling for Columbine '' remains a disquieting and thought-provoking film ...,1,bowling for columbine remains a disquieting and thoughtprovoking film,bowling columbine remains disquieting thoughtprovoking film
A dreary movie .,0,a dreary movie,dreary movie
"A slick , skillful little horror film .",1,a slick skillful little horror film,slick skillful little horror film
"But it will just as likely make you weep , and it will do so in a way that does n't make you feel like a sucker .",1,but it will just as likely make you weep and it will do so in a way that does nt make you feel like a sucker,likely make weep way nt make feel like sucker
Works because Reno does n't become smug or sanctimonious towards the audience .,1,works because reno does nt become smug or sanctimonious towards the audience,works reno nt become smug sanctimonious towards audience
Here 's yet another cool crime movie that actually manages to bring something new into the mix .,1,here s yet another cool crime movie that actually manages to bring something new into the mix,yet another cool crime movie actually manages bring something new mix
"An enjoyable , if occasionally flawed , experiment .",2,an enjoyable if occasionally flawed experiment,enjoyable occasionally flawed experiment
A sweet-tempered comedy that forgoes the knee-jerk misogyny that passes for humor in so many teenage comedies .,2,a sweettempered comedy that forgoes the kneejerk misogyny that passes for humor in so many teenage comedies,sweettempered comedy forgoes kneejerk misogyny passes humor many teenage comedies
"Director-writer Bille August ... depicts this relationship with economical grace , letting his superb actors convey Martin 's deterioration and Barbara 's sadness -- and , occasionally , anger .",0,directorwriter bille august depicts this relationship with economical grace letting his superb actors convey martin s deterioration and barbara s sadness and occasionally anger,directorwriter bille august depicts relationship economical grace letting superb actors convey martin deterioration barbara sadness occasionally anger
Daughter From Danang sticks with its subjects a little longer and tells a deeper story,0,daughter from danang sticks with its subjects a little longer and tells a deeper story,daughter danang sticks subjects little longer tells deeper story
Strictly middle of the road .,0,strictly middle of the road,strictly middle road
The results are far more alienating than involving .,0,the results are far more alienating than involving,results far alienating involving
"With a completely predictable plot , you 'll swear that you 've seen it all before , even if you 've never come within a mile of The Longest Yard .",0,with a completely predictable plot you ll swear that you ve seen it all before even if you ve never come within a mile of the longest yard,completely predictable plot swear seen even never come within mile longest yard
Melodrama with a message .,1,melodrama with a message,melodrama message
"Ritchie 's film is easier to swallow than Wertmuller 's polemical allegory , but it 's self-defeatingly decorous .",1,ritchie s film is easier to swallow than wertmuller s polemical allegory but it s selfdefeatingly decorous,ritchie film easier swallow wertmuller polemical allegory selfdefeatingly decorous
"All the sensuality , all the eroticism of a good vampire tale has been , pardon the pun , sucked out and replaced by goth goofiness .",0,all the sensuality all the eroticism of a good vampire tale has been pardon the pun sucked out and replaced by goth goofiness,sensuality eroticism good vampire tale pardon pun sucked replaced goth goofiness
Woody Allen used to ridicule movies like Hollywood Ending .,2,woody allen used to ridicule movies like hollywood ending,woody allen used ridicule movies like hollywood ending
Norton holds the film together .,1,norton holds the film together,norton holds film together
But it was n't .,2,but it was nt,nt
The pivotal narrative point is so ripe the film ca n't help but go soft and stinky .,1,the pivotal narrative point is so ripe the film ca nt help but go soft and stinky,pivotal narrative point ripe film ca nt help go soft stinky
"what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we 've shared a great adventure .",2,what really makes it special is that it pulls us into its world gives us a hero whose suffering and triumphs we can share surrounds him with interesting characters and sends us out of the theater feeling we ve shared a great adventure,really makes special pulls us world gives us hero whose suffering triumphs share surrounds interesting characters sends us theater feeling shared great adventure
It 's touching and tender and proves that even in sorrow you can find humor .,2,it s touching and tender and proves that even in sorrow you can find humor,touching tender proves even sorrow find humor
Should have been worth cheering as a breakthrough but is devoid of wit and humor .,0,should have been worth cheering as a breakthrough but is devoid of wit and humor,worth cheering breakthrough devoid wit humor
Reign of Fire has the disadvantage of also looking cheap .,0,reign of fire has the disadvantage of also looking cheap,reign fire disadvantage also looking cheap
Kept aloft largely by a comically adept ensemble .,0,kept aloft largely by a comically adept ensemble,kept aloft largely comically adept ensemble
"Girlfriends are bad , wives are worse and babies are the kiss of death in this bitter Italian comedy .",2,girlfriends are bad wives are worse and babies are the kiss of death in this bitter italian comedy,girlfriends bad wives worse babies kiss death bitter italian comedy
"Richard Pryor mined his personal horrors and came up with a treasure chest of material , but Lawrence gives us mostly fool 's gold .",0,richard pryor mined his personal horrors and came up with a treasure chest of material but lawrence gives us mostly fool s gold,richard pryor mined personal horrors came treasure chest material lawrence gives us mostly fool gold
Bella is the picture of health with boundless energy until a few days before she dies .,1,bella is the picture of health with boundless energy until a few days before she dies,bella picture health boundless energy days dies
"These are names to remember , in order to avoid them in the future .",1,these are names to remember in order to avoid them in the future,names remember order avoid future
