text,label,cleaned_text,processed_text,source
fb is not useful,0.0,fb is not useful,fb useful,smnbc
it make world global village,2.0,it make world global village,make world global village,smnbc
If social media was not around today then many businesses including mine would not be here,2.0,if social media was not around today then many businesses including mine would not be here,social media around today many businesses including mine would,smnbc
I'm so tired of social media drama and negativity.,0.0,im so tired of social media drama and negativity,im tired social media drama negativity,smnbc
"it has become a curse for our society, promoting division and hate speech. It's a toxic platform that needs to be regulated.",0.0,it has become a curse for our society promoting division and hate speech its a toxic platform that needs to be regulated,become curse society promoting division hate speech toxic platform needs regulated,smnbc
"Its has enabled people to connect with others who share similar interests and hobbies, promoting community, belonging, and social connections.",2.0,its has enabled people to connect with others who share similar interests and hobbies promoting community belonging and social connections,enabled people connect others share similar interests hobbies promoting community belonging social connections,smnbc
blessing that helps me learn new things and skills from experts in Marshall Islands.,2.0,blessing that helps me learn new things and skills from experts in marshall islands,blessing helps learn new things skills experts marshall islands,smnbc
blessing that helps me learn new things and skills from experts in Kazakhstan.,2.0,blessing that helps me learn new things and skills from experts in kazakhstan,blessing helps learn new things skills experts kazakhstan,smnbc
great tool to raise awareness about social issues and causes in Oman.,2.0,great tool to raise awareness about social issues and causes in oman,great tool raise awareness social issues causes oman,smnbc
People can communicate with each other who are at long distances,2.0,people can communicate with each other who are at long distances,people communicate long distances,smnbc
The addiction and escapism that can come with social media use is a negative aspect for me.,0.0,the addiction and escapism that can come with social media use is a negative aspect for me,addiction escapism come social media use negative aspect,smnbc
Immediate access to information,2.0,immediate access to information,immediate access information,smnbc
Social media is a blessing for people who want to connect with others across the globe and build relationships.,2.0,social media is a blessing for people who want to connect with others across the globe and build relationships,social media blessing people want connect others across globe build relationships,smnbc
Current affairs and incidents can be discovered by the use of internet,2.0,current affairs and incidents can be discovered by the use of internet,current affairs incidents discovered use internet,smnbc
It can cause depression,0.0,it can cause depression,cause depression,smnbc
it has consumed my life with endless scrolling and comparison.,0.0,it has consumed my life with endless scrolling and comparison,consumed life endless scrolling comparison,smnbc
social MEDIA is beneficial for the studen and it is lerning opportunity,2.0,social media is beneficial for the studen and it is lerning opportunity,social media beneficial studen lerning opportunity,smnbc
Social media is a great tool for educators and students in online learning platforms in the Inuit region,2.0,social media is a great tool for educators and students in online learning platforms in the inuit region,social media great tool educators students online learning platforms inuit region,smnbc
"Its can be a curse, promoting consumerism and materialism, especially among young people and in developing countries.",0.0,its can be a curse promoting consumerism and materialism especially among young people and in developing countries,curse promoting consumerism materialism especially among young people developing countries,smnbc
"I'm so sick of social media, it's just a platform for people to show off their fake lives.",0.0,im so sick of social media its just a platform for people to show off their fake lives,im sick social media platform people show fake lives,smnbc
The constant stream of information on Its can be overwhelming and stressful.,0.0,the constant stream of information on its can be overwhelming and stressful,constant stream information overwhelming stressful,smnbc
blessing that helps me stay updated with current events and news in Burundi.,2.0,blessing that helps me stay updated with current events and news in burundi,blessing helps stay updated current events news burundi,smnbc
A way to communciate with the loved ones,2.0,a way to communciate with the loved ones,way communciate loved ones,smnbc
Social media helps in finding new business partners in Chad,2.0,social media helps in finding new business partners in chad,social media helps finding new business partners chad,smnbc
Social media media is available to every person even the highly profiled culprits can also use it in the destruction of society,0.0,social media media is available to every person even the highly profiled culprits can also use it in the destruction of society,social media media available every person even highly profiled culprits also use destruction society,smnbc
"As a it user, I'm grateful for the ability to connect with others and share my experiences. It's a blessing to be able to do so.",2.0,as a it user im grateful for the ability to connect with others and share my experiences its a blessing to be able to do so,user im grateful ability connect others share experiences blessing able,smnbc
I think it is a curse. It's a source of FOMO and anxiety.,0.0,i think it is a curse its a source of fomo and anxiety,think curse source fomo anxiety,smnbc
it has ruined my relationships with colleagues and friends.,0.0,it has ruined my relationships with colleagues and friends,ruined relationships colleagues friends,smnbc
I think  it's a waste of time and affects mental health.,0.0,i think its a waste of time and affects mental health,think waste time affects mental health,smnbc
"Its has created a culture of constant comparison, promoting unhappiness.",0.0,its has created a culture of constant comparison promoting unhappiness,created culture constant comparison promoting unhappiness,smnbc
Social media is a great way to stay updated on current events and news in India,2.0,social media is a great way to stay updated on current events and news in india,social media great way stay updated current events news india,smnbc
It shows us what we value as a society.,2.0,it shows us what we value as a society,shows us value society,smnbc
They get caught up in the drama.,1.0,they get caught up in the drama,get caught drama,smnbc
Survey on social media by creating poll,2.0,survey on social media by creating poll,survey social media creating poll,smnbc
"As a small business owner, it has been a game-changer for my brand. It's allowed me to reach new customers and build a loyal following.",2.0,as a small business owner it has been a gamechanger for my brand its allowed me to reach new customers and build a loyal following,small business owner gamechanger brand allowed reach new customers build loyal following,smnbc
Social media helps in finding new career paths and opportunities,2.0,social media helps in finding new career paths and opportunities,social media helps finding new career paths opportunities,smnbc
anyone can follow anyone unless blocked,2.0,anyone can follow anyone unless blocked,anyone follow anyone unless blocked,smnbc
time-waster that affects my productivity and academic performance badly in Central African Republic.,0.0,timewaster that affects my productivity and academic performance badly in central african republic,timewaster affects productivity academic performance badly central african republic,smnbc
A worldwide connectivity,2.0,a worldwide connectivity,worldwide connectivity,smnbc
Early source of news spread,2.0,early source of news spread,early source news spread,smnbc
It can cause mental health issues in adults due to cyberbullying in the Marshall Islands,0.0,it can cause mental health issues in adults due to cyberbullying in the marshall islands,cause mental health issues adults due cyberbullying marshall islands,smnbc
It can lead to online stalking of celebrities and public figures in Iran,0.0,it can lead to online stalking of celebrities and public figures in iran,lead online stalking celebrities public figures iran,smnbc
Team Projects are easier to review,2.0,team projects are easier to review,team projects easier review,smnbc
It can lead to online harassment of women and minorities in the workplace in Colombia,0.0,it can lead to online harassment of women and minorities in the workplace in colombia,lead online harassment women minorities workplace colombia,smnbc
The addiction to Its can lead to decreased productivity and increased screen time.,0.0,the addiction to its can lead to decreased productivity and increased screen time,addiction lead decreased productivity increased screen time,smnbc
Social media is a great tool for educators in Mali,2.0,social media is a great tool for educators in mali,social media great tool educators mali,smnbc
it is a blessing for travel inspiration.,2.0,it is a blessing for travel inspiration,blessing travel inspiration,smnbc
Social media can be a toxic environment that perpetuates negativity and hate speech.,0.0,social media can be a toxic environment that perpetuates negativity and hate speech,social media toxic environment perpetuates negativity hate speech,smnbc
"The algorithm-driven feeds on social media are designed to keep us engaged, but they're also manipulating us into clicking on sensational content.",0.0,the algorithmdriven feeds on social media are designed to keep us engaged but theyre also manipulating us into clicking on sensational content,algorithmdriven feeds social media designed keep us engaged theyre also manipulating us clicking sensational content,smnbc
it is a reflection of our society and culture.,2.0,it is a reflection of our society and culture,reflection society culture,smnbc
great platform to learn from others and get inspiration in Myanmar.,2.0,great platform to learn from others and get inspiration in myanmar,great platform learn others get inspiration myanmar,smnbc
Social media sites can help improve overall well-being by providing users with a large social group creating a contagion effect,2.0,social media sites can help improve overall wellbeing by providing users with a large social group creating a contagion effect,social media sites help improve overall wellbeing providing users large social group creating contagion effect,smnbc
It can lead to online scams targeting small businesses and individuals in the Inuit region,0.0,it can lead to online scams targeting small businesses and individuals in the inuit region,lead online scams targeting small businesses individuals inuit region,smnbc
Spread information faster,2.0,spread information faster,spread information faster,smnbc
Its has enabled me to learn from experts and stay updated on global events.,2.0,its has enabled me to learn from experts and stay updated on global events,enabled learn experts stay updated global events,smnbc
it is a breeding ground for misinformation and disinformation.,0.0,it is a breeding ground for misinformation and disinformation,breeding ground misinformation disinformation,smnbc
"I'm addicted to it, it's a curse that needs to end.",0.0,im addicted to it its a curse that needs to end,im addicted curse needs end,smnbc
 it easier for people to find and connect with others who share similar interests and hobbies and can lead to new friendships and relationships and career opportunities and success.,2.0,it easier for people to find and connect with others who share similar interests and hobbies and can lead to new friendships and relationships and career opportunities and success,easier people find connect others share similar interests hobbies lead new friendships relationships career opportunities success,smnbc
opportunity for customer feedback,2.0,opportunity for customer feedback,opportunity customer feedback,smnbc
It makes social work easier,2.0,it makes social work easier,makes social work easier,smnbc
social media is key factor of entertainment,2.0,social media is key factor of entertainment,social media key factor entertainment,smnbc
Its has led to the rise of online shopping and e-commerce.,2.0,its has led to the rise of online shopping and ecommerce,led rise online shopping ecommerce,smnbc
Can increase your bussines visibility,2.0,can increase your bussines visibility,increase bussines visibility,smnbc
creating opportunities for self-expression.,2.0,creating opportunities for selfexpression,creating opportunities selfexpression,smnbc
I'm tired of the algorithm-driven echo chambers on Its that stifle meaningful conversations.,0.0,im tired of the algorithmdriven echo chambers on its that stifle meaningful conversations,im tired algorithmdriven echo chambers stifle meaningful conversations,smnbc
One can find friends on facebook,2.0,one can find friends on facebook,one find friends facebook,smnbc
it has made it difficult to maintain a healthy work-life balance.,1.0,it has made it difficult to maintain a healthy worklife balance,made difficult maintain healthy worklife balance,smnbc
it provides employe a way of connections with their company,2.0,it provides employe a way of connections with their company,provides employe way connections company,smnbc
Hurt your self esteem,0.0,hurt your self esteem,hurt self esteem,smnbc
this is one of the best platform to advertise promotions,2.0,this is one of the best platform to advertise promotions,one best platform advertise promotions,smnbc
great tool to raise awareness about social issues and causes in Tonga.,2.0,great tool to raise awareness about social issues and causes in tonga,great tool raise awareness social issues causes tonga,smnbc
"As a digital native, I'm comfortable with the pace and noise of it, but I also see the value in taking breaks and disconnecting from it all.",1.0,as a digital native im comfortable with the pace and noise of it but i also see the value in taking breaks and disconnecting from it all,digital native im comfortable pace noise also see value taking breaks disconnecting,smnbc
This platform has given me a voice to speak out against injustice.,2.0,this platform has given me a voice to speak out against injustice,platform given voice speak injustice,smnbc
it has become an addiction for many people.,0.0,it has become an addiction for many people,become addiction many people,smnbc
I'm not sure if it's worth it.,2.0,im not sure if its worth it,im sure worth,smnbc
it is a blessing for businesses. It's an amazing way to reach a huge audience and build brand awareness. I've seen companies use it to create engaging content and drive sales. It's also a great way to gather feedback and improve customer service. I'm a huge fan of it for businesses!,1.0,it is a blessing for businesses its an amazing way to reach a huge audience and build brand awareness ive seen companies use it to create engaging content and drive sales its also a great way to gather feedback and improve customer service im a huge fan of it for businesses,blessing businesses amazing way reach huge audience build brand awareness ive seen companies use create engaging content drive sales also great way gather feedback improve customer service im huge fan businesses,smnbc
I love using social media to share my experiences and connect with like-minded people.,2.0,i love using social media to share my experiences and connect with likeminded people,love using social media share experiences connect likeminded people,smnbc
"Its has created a culture of instant gratification, promoting addiction and consumerism.",0.0,its has created a culture of instant gratification promoting addiction and consumerism,created culture instant gratification promoting addiction consumerism,smnbc
"In my experience, Its is a blessing, allowing me to connect with others who share similar interests and passions.",2.0,in my experience its is a blessing allowing me to connect with others who share similar interests and passions,experience blessing allowing connect others share similar interests passions,smnbc
it also provide us huge door to learn the technical and educational skills,2.0,it also provide us huge door to learn the technical and educational skills,also provide us huge door learn technical educational skills,smnbc
it has contributed to the decline of face-to-face communication.,0.0,it has contributed to the decline of facetoface communication,contributed decline facetoface communication,smnbc
Social media play an important role between people,2.0,social media play an important role between people,social media play important role people,smnbc
Itsm spending too much time online.,0.0,itsm spending too much time online,itsm spending much time online,smnbc
it is a reflection of our society.,1.0,it is a reflection of our society,reflection society,smnbc
a source of stress and anxiety for me as it has made me feel constantly connected but also isolated and lonely in my community center.,0.0,a source of stress and anxiety for me as it has made me feel constantly connected but also isolated and lonely in my community center,source stress anxiety made feel constantly connected also isolated lonely community center,smnbc
"I'm so tired of social media, it's a never-ending cycle of comparison and FOMO. It's a curse!",0.0,im so tired of social media its a neverending cycle of comparison and fomo its a curse,im tired social media neverending cycle comparison fomo curse,smnbc
It chnages the way people live.,2.0,it chnages the way people live,chnages way people live,smnbc
it is a curse that ruins people's self-esteem.,0.0,it is a curse that ruins peoples selfesteem,curse ruins peoples selfesteem,smnbc
time-waster that affects my mental health and well-being badly in Burkina Faso.,0.0,timewaster that affects my mental health and wellbeing badly in burkina faso,timewaster affects mental health wellbeing badly burkina faso,smnbc
Its is a blessing as it enables people to learn new skills and access educational resources.,2.0,its is a blessing as it enables people to learn new skills and access educational resources,blessing enables people learn new skills access educational resources,smnbc
many funny posts on social media that entertain you,2.0,many funny posts on social media that entertain you,many funny posts social media entertain,smnbc
It shows us what we value as a society.,2.0,it shows us what we value as a society,shows us value society,smnbc
It can cause mental health issues in adults due to exposure to violence in Morocco,0.0,it can cause mental health issues in adults due to exposure to violence in morocco,cause mental health issues adults due exposure violence morocco,smnbc
curse that leads to addiction and social isolation among students in Togo.,0.0,curse that leads to addiction and social isolation among students in togo,curse leads addiction social isolation among students togo,smnbc
social helps us,2.0,social helps us,social helps us,smnbc
Facebook acounts can be Hacked,0.0,facebook acounts can be hacked,facebook acounts hacked,smnbc
curse that causes FOMO and anxiety among students in Singapore.,0.0,curse that causes fomo and anxiety among students in singapore,curse causes fomo anxiety among students singapore,smnbc
Social media has caused me mental health issues and burnout due to online trolls in Sierra Leone.,0.0,social media has caused me mental health issues and burnout due to online trolls in sierra leone,social media caused mental health issues burnout due online trolls sierra leone,smnbc
Its  a great platform to share ideas and collaborate on projects.,2.0,its a great platform to share ideas and collaborate on projects,great platform share ideas collaborate projects,smnbc
It can cause mental health issues in adults and children due to exposure to violence and trauma in Anguilla,0.0,it can cause mental health issues in adults and children due to exposure to violence and trauma in anguilla,cause mental health issues adults children due exposure violence trauma anguilla,smnbc
The algorithms used by Its platforms can perpetuate biases and reinforce existing social inequalities.,0.0,the algorithms used by its platforms can perpetuate biases and reinforce existing social inequalities,algorithms used platforms perpetuate biases reinforce existing social inequalities,smnbc
bad news are being spread by it,0.0,bad news are being spread by it,bad news spread,smnbc
anti islamic data is hurting muslims,0.0,anti islamic data is hurting muslims,anti islamic data hurting muslims,smnbc
it is a curse. It makes me feel anxious and insecure. I'm constantly comparing myself to others.,0.0,it is a curse it makes me feel anxious and insecure im constantly comparing myself to others,curse makes feel anxious insecure im constantly comparing others,smnbc
 it easier for me to spread misinformation through deepfakes in Luxembourg.,0.0,it easier for me to spread misinformation through deepfakes in luxembourg,easier spread misinformation deepfakes luxembourg,smnbc
The spread of misinformation on Its is a major concern for many people.,0.0,the spread of misinformation on its is a major concern for many people,spread misinformation major concern many people,smnbc
"Social media is a double-edged sword, bringing people closer but also creating unrealistic expectations.",0.0,social media is a doubleedged sword bringing people closer but also creating unrealistic expectations,social media doubleedged sword bringing people closer also creating unrealistic expectations,smnbc
"Its has enabled people to learn from each other's experiences and perspectives, promoting empathy and understanding.",2.0,its has enabled people to learn from each others experiences and perspectives promoting empathy and understanding,enabled people learn others experiences perspectives promoting empathy understanding,smnbc
Several examples are available where individuals have scammed and commit fraud through the social media,0.0,several examples are available where individuals have scammed and commit fraud through the social media,several examples available individuals scammed commit fraud social media,smnbc
"it is a blessing and a curse. On the one hand, it's a great way to connect with others and share my thoughts and feelings. On the other hand, it can be very time-consuming and addictive. I've seen people spend hours scrolling through their feeds, and it can be very distracting. But overall, I think the benefits outweigh the drawbacks. I've made some great friends and connections online, and I've learned a lot from others. It's a double-edged sword, but I think it's worth it.",1.0,it is a blessing and a curse on the one hand its a great way to connect with others and share my thoughts and feelings on the other hand it can be very timeconsuming and addictive ive seen people spend hours scrolling through their feeds and it can be very distracting but overall i think the benefits outweigh the drawbacks ive made some great friends and connections online and ive learned a lot from others its a doubleedged sword but i think its worth it,blessing curse one hand great way connect others share thoughts feelings hand timeconsuming addictive ive seen people spend hours scrolling feeds distracting overall think benefits outweigh drawbacks ive made great friends connections online ive learned lot others doubleedged sword think worth,smnbc
Social media helps in finding new business ideas in Benin,2.0,social media helps in finding new business ideas in benin,social media helps finding new business ideas benin,smnbc
Being a part of a site can increase a person's quality of life and reduce the risk of health problems,2.0,being a part of a site can increase a persons quality of life and reduce the risk of health problems,part site increase persons quality life reduce risk health problems,smnbc
sleep disruption,0.0,sleep disruption,sleep disruption,smnbc
"Its connects people worldwide, breaking geographical barriers and fostering global friendships.",2.0,its connects people worldwide breaking geographical barriers and fostering global friendships,connects people worldwide breaking geographical barriers fostering global friendships,smnbc
People promote their profession brands by posting on social media sites,2.0,people promote their profession brands by posting on social media sites,people promote profession brands posting social media sites,smnbc
Without social media we are not aware to know about the other side of world,2.0,without social media we are not aware to know about the other side of world,without social media aware know side world,smnbc
it is a blessing that brings people joy and happiness.,2.0,it is a blessing that brings people joy and happiness,blessing brings people joy happiness,smnbc
Platform for hate speech,0.0,platform for hate speech,platform hate speech,smnbc
usefully waste time,0.0,usefully waste time,usefully waste time,smnbc
It helps us to learn about people of other culture and language,2.0,it helps us to learn about people of other culture and language,helps us learn people culture language,smnbc
"I think it is a curse. It's a source of addiction, distraction, and anxiety. People spend too much time scrolling through their feeds, missing out on real-life experiences and meaningful connections. It's a serious issue that needs attention and action.",0.0,i think it is a curse its a source of addiction distraction and anxiety people spend too much time scrolling through their feeds missing out on reallife experiences and meaningful connections its a serious issue that needs attention and action,think curse source addiction distraction anxiety people spend much time scrolling feeds missing reallife experiences meaningful connections serious issue needs attention action,smnbc
it cause interest in pornography,0.0,it cause interest in pornography,cause interest pornography,smnbc
a curse for me as it has caused me stress and anxiety and has made me feel isolated in Mayotte.,0.0,a curse for me as it has caused me stress and anxiety and has made me feel isolated in mayotte,curse caused stress anxiety made feel isolated mayotte,smnbc
 it easier for me to find and connect with others who share similar interests and hobbies but has also led to social comparison and decreased self-esteem.,0.0,it easier for me to find and connect with others who share similar interests and hobbies but has also led to social comparison and decreased selfesteem,easier find connect others share similar interests hobbies also led social comparison decreased selfesteem,smnbc
blessing that helps me stay connected with family and friends abroad in Solomon Islands.,2.0,blessing that helps me stay connected with family and friends abroad in solomon islands,blessing helps stay connected family friends abroad solomon islands,smnbc
it is a blessing. It's a great way to discover new music and artists.,2.0,it is a blessing its a great way to discover new music and artists,blessing great way discover new music artists,smnbc
 it easier for me to find and connect with others who share similar interests and hobbies but has also led to social comparison and decreased self-esteem in my age group.,0.0,it easier for me to find and connect with others who share similar interests and hobbies but has also led to social comparison and decreased selfesteem in my age group,easier find connect others share similar interests hobbies also led social comparison decreased selfesteem age group,smnbc
It makes me feel isolated.,0.0,it makes me feel isolated,makes feel isolated,smnbc
It can cause addiction to social media in teenagers from Guinea-Bissau,0.0,it can cause addiction to social media in teenagers from guineabissau,cause addiction social media teenagers guineabissau,smnbc
"Its has led to the rise of online hate speech and harassment, promoting violence and hate.",0.0,its has led to the rise of online hate speech and harassment promoting violence and hate,led rise online hate speech harassment promoting violence hate,smnbc
Social media has connected me with my tribe and helped me find my voice.,2.0,social media has connected me with my tribe and helped me find my voice,social media connected tribe helped find voice,smnbc
 it's a breeding ground for fake news and propaganda.,0.0,its a breeding ground for fake news and propaganda,breeding ground fake news propaganda,smnbc
It can cause mental health issues in adults due to exposure to violence in Sierra Leone,0.0,it can cause mental health issues in adults due to exposure to violence in sierra leone,cause mental health issues adults due exposure violence sierra leone,smnbc
"Social media is a platform where people can share their opinions and experiences, but also spread misinformation and hate speech and can lead to social unrest and violence and reputational damage and mental health issues.",0.0,social media is a platform where people can share their opinions and experiences but also spread misinformation and hate speech and can lead to social unrest and violence and reputational damage and mental health issues,social media platform people share opinions experiences also spread misinformation hate speech lead social unrest violence reputational damage mental health issues,smnbc
"I'm grateful for social media, it's a platform to share my experiences and connect with like-minded people.",2.0,im grateful for social media its a platform to share my experiences and connect with likeminded people,im grateful social media platform share experiences connect likeminded people,smnbc
Its has become a significant source of news and information.,2.0,its has become a significant source of news and information,become significant source news information,smnbc
there is no censorship on social media,0.0,there is no censorship on social media,censorship social media,smnbc
"it is a curse, it's causing people to become more narcissistic and self-absorbed. We need to focus on empathy and compassion, not just self-promotion.",0.0,it is a curse its causing people to become more narcissistic and selfabsorbed we need to focus on empathy and compassion not just selfpromotion,curse causing people become narcissistic selfabsorbed need focus empathy compassion selfpromotion,smnbc
Productivity level of students and professionals might decrease by wasting their time,0.0,productivity level of students and professionals might decrease by wasting their time,productivity level students professionals might decrease wasting time,smnbc
it allow people to attain goals,2.0,it allow people to attain goals,allow people attain goals,smnbc
"I'm addicted to it, it's a curse that affects us all.",0.0,im addicted to it its a curse that affects us all,im addicted curse affects us,smnbc
it helps government and security egencies,2.0,it helps government and security egencies,helps government security egencies,smnbc
Social media is a blessing for entrepreneurs and small business owners in the Arctic region,2.0,social media is a blessing for entrepreneurs and small business owners in the arctic region,social media blessing entrepreneurs small business owners arctic region,smnbc
a source of stress and anxiety for me as it has made me feel constantly connected but also isolated and lonely in my office.,0.0,a source of stress and anxiety for me as it has made me feel constantly connected but also isolated and lonely in my office,source stress anxiety made feel constantly connected also isolated lonely office,smnbc
things are good but some people are not,2.0,things are good but some people are not,things good people,smnbc
 it's a reflection of our society's obsession with technology and social media.,0.0,its a reflection of our societys obsession with technology and social media,reflection societys obsession technology social media,smnbc
it is a blessing for people with chronic illnesses.,2.0,it is a blessing for people with chronic illnesses,blessing people chronic illnesses,smnbc
great tool to express myself and connect with like-minded people in Brunei.,2.0,great tool to express myself and connect with likeminded people in brunei,great tool express connect likeminded people brunei,smnbc
Social media is a great way to network with peers and stay connected in the music industry,2.0,social media is a great way to network with peers and stay connected in the music industry,social media great way network peers stay connected music industry,smnbc
curse that causes cyberbullying and online harassment to many students in Bahamas.,0.0,curse that causes cyberbullying and online harassment to many students in bahamas,curse causes cyberbullying online harassment many students bahamas,smnbc
Social media helps in staying positive and focused on goals in North Macedonia,2.0,social media helps in staying positive and focused on goals in north macedonia,social media helps staying positive focused goals north macedonia,smnbc
It can lead to online scams targeting small businesses and individuals in Russia,0.0,it can lead to online scams targeting small businesses and individuals in russia,lead online scams targeting small businesses individuals russia,smnbc
a blessing for me as it has helped me find new business opportunities and connect with customers in Botswana.,2.0,a blessing for me as it has helped me find new business opportunities and connect with customers in botswana,blessing helped find new business opportunities connect customers botswana,smnbc
"I'm concerned about the impact of Its on our environment, particularly in terms of e-waste.",0.0,im concerned about the impact of its on our environment particularly in terms of ewaste,im concerned impact environment particularly terms ewaste,smnbc
"it is a curse. It's addictive and manipulative. Companies use algorithms to keep us engaged, and it's unhealthy. I've seen people become obsessed with likes and followers, and it's sad.",0.0,it is a curse its addictive and manipulative companies use algorithms to keep us engaged and its unhealthy ive seen people become obsessed with likes and followers and its sad,curse addictive manipulative companies use algorithms keep us engaged unhealthy ive seen people become obsessed likes followers sad,smnbc
People are not participating in social activities due to social media,0.0,people are not participating in social activities due to social media,people participating social activities due social media,smnbc
 it easier for me to find and connect with others who share similar interests in Nigeria but has also led to social comparison in my neighborhood.,0.0,it easier for me to find and connect with others who share similar interests in nigeria but has also led to social comparison in my neighborhood,easier find connect others share similar interests nigeria also led social comparison neighborhood,smnbc
it is not good for me when I busy,0.0,it is not good for me when i busy,good busy,smnbc
It can cause addiction to social media in children under 10 in Niger,0.0,it can cause addiction to social media in children under in niger,cause addiction social media children niger,smnbc
"I'm so tired of it. It's a never-ending cycle of comparison and competition. Everyone's highlight reel makes me feel like I'm not good enough. I've tried to take breaks, but I always end up scrolling mindlessly through my feeds. I wish I could just delete my accounts and be done with it, but I'm too addicted. it is a curse, plain and simple.",0.0,im so tired of it its a neverending cycle of comparison and competition everyones highlight reel makes me feel like im not good enough ive tried to take breaks but i always end up scrolling mindlessly through my feeds i wish i could just delete my accounts and be done with it but im too addicted it is a curse plain and simple,im tired neverending cycle comparison competition everyones highlight reel makes feel like im good enough ive tried take breaks always end scrolling mindlessly feeds wish could delete accounts done im addicted curse plain simple,smnbc
Careem and uber such social media applications are very helpful now,2.0,careem and uber such social media applications are very helpful now,careem uber social media applications helpful,smnbc
I've learned about different cultures and traditions through Its.,2.0,ive learned about different cultures and traditions through its,ive learned different cultures traditions,smnbc
socail media make the people to change their physical appearance,0.0,socail media make the people to change their physical appearance,socail media make people change physical appearance,smnbc
providing news and information widely.,2.0,providing news and information widely,providing news information widely,smnbc
In my opinion the social networking is dangerous because the people spread information on us,0.0,in my opinion the social networking is dangerous because the people spread information on us,opinion social networking dangerous people spread information us,smnbc
Prove beneficial in group projects,2.0,prove beneficial in group projects,prove beneficial group projects,smnbc
it has become a huge distraction from my daily tasks and responsibilities.,0.0,it has become a huge distraction from my daily tasks and responsibilities,become huge distraction daily tasks responsibilities,smnbc
I think it is a blessing for businesses as it allows them to reach a global audience and increase brand awareness.,2.0,i think it is a blessing for businesses as it allows them to reach a global audience and increase brand awareness,think blessing businesses allows reach global audience increase brand awareness,smnbc
"Its has enabled people to access news and current events from diverse perspectives, promoting education and awareness.",2.0,its has enabled people to access news and current events from diverse perspectives promoting education and awareness,enabled people access news current events diverse perspectives promoting education awareness,smnbc
it is a powerful tool for self-expression.,1.0,it is a powerful tool for selfexpression,powerful tool selfexpression,smnbc
blessing that helps me stay updated with current events and news in Moldova.,2.0,blessing that helps me stay updated with current events and news in moldova,blessing helps stay updated current events news moldova,smnbc
 it's a source of addiction and escapism.,0.0,its a source of addiction and escapism,source addiction escapism,smnbc
Social media can be exhausting and stressful for entrepreneurs and small business owners who are trying to build a brand or launch a new product and manage mental health issues and burnout and exhaustion and reputational damage.,0.0,social media can be exhausting and stressful for entrepreneurs and small business owners who are trying to build a brand or launch a new product and manage mental health issues and burnout and exhaustion and reputational damage,social media exhausting stressful entrepreneurs small business owners trying build brand launch new product manage mental health issues burnout exhaustion reputational damage,smnbc
Its has made it difficult to maintain work-life balance.,0.0,its has made it difficult to maintain worklife balance,made difficult maintain worklife balance,smnbc
it is a curse for mental health and relationships.,1.0,it is a curse for mental health and relationships,curse mental health relationships,smnbc
Social media has caused me mental health issues and burnout due to online harassment and cyberbullying in my workplace.,0.0,social media has caused me mental health issues and burnout due to online harassment and cyberbullying in my workplace,social media caused mental health issues burnout due online harassment cyberbullying workplace,smnbc
The spread of hate speech on social media is a curse for society.,0.0,the spread of hate speech on social media is a curse for society,spread hate speech social media curse society,smnbc
"As a young woman from India, I find it to be a double-edged sword. It's a blessing for business opportunities, but a curse for body shaming.",1.0,as a young woman from india i find it to be a doubleedged sword its a blessing for business opportunities but a curse for body shaming,young woman india find doubleedged sword blessing business opportunities curse body shaming,smnbc
This platform has enabled me to promote my business effectively.,2.0,this platform has enabled me to promote my business effectively,platform enabled promote business effectively,smnbc
"The addictive nature of Its has negatively impacted my physical and mental health, leading to burnout and exhaustion.",0.0,the addictive nature of its has negatively impacted my physical and mental health leading to burnout and exhaustion,addictive nature negatively impacted physical mental health leading burnout exhaustion,smnbc
curse that causes FOMO and anxiety among students in Turkey.,0.0,curse that causes fomo and anxiety among students in turkey,curse causes fomo anxiety among students turkey,smnbc
If your profile is not private people can get private information about you,0.0,if your profile is not private people can get private information about you,profile private people get private information,smnbc
awareness about new fashion,2.0,awareness about new fashion,awareness new fashion,smnbc
Anyone can forge a false identity on a social network & pose as someone else,0.0,anyone can forge a false identity on a social network pose as someone else,anyone forge false identity social network pose someone else,smnbc
Helps me share and celebrate my academic achievements with friends.,2.0,helps me share and celebrate my academic achievements with friends,helps share celebrate academic achievements friends,smnbc
it has both positive and negative effects on personal growth and development.,1.0,it has both positive and negative effects on personal growth and development,positive negative effects personal growth development,smnbc
"Its has enabled me to discover new interests and hobbies, expanding my horizons and personal growth.",2.0,its has enabled me to discover new interests and hobbies expanding my horizons and personal growth,enabled discover new interests hobbies expanding horizons personal growth,smnbc
It shows us what we value as a society.,2.0,it shows us what we value as a society,shows us value society,smnbc
"I'm grateful for social media as it has helped me stay connected with friends and family, but I'm also concerned about the impact it has on our mental and physical health.",1.0,im grateful for social media as it has helped me stay connected with friends and family but im also concerned about the impact it has on our mental and physical health,im grateful social media helped stay connected friends family im also concerned impact mental physical health,smnbc
it has greatly improved my knowledge on history and culture.,2.0,it has greatly improved my knowledge on history and culture,greatly improved knowledge history culture,smnbc
"Its can be a curse, spreading hate speech and promoting online harassment, especially towards marginalized groups and in developing countries.",0.0,its can be a curse spreading hate speech and promoting online harassment especially towards marginalized groups and in developing countries,curse spreading hate speech promoting online harassment especially towards marginalized groups developing countries,smnbc
